,x_k,f(x_k)
81,"[[ 0.08078621]
 [ 0.48446987]
 [-0.33964304]
 [ 0.32318148]
 [ 0.13057217]
 [-0.11055169]
 [ 0.02635747]
 [ 0.08708794]
 [-0.31975977]
 [-0.3026391 ]
 [ 0.20048732]
 [ 0.33114018]
 [ 0.37867063]
 [-0.09627872]
 [-0.18351872]
 [-0.09203607]
 [-0.16851519]
 [-0.07376642]
 [-0.2401939 ]
 [-0.07928502]
 [-0.13422519]
 [ 0.09528592]
 [ 0.01427714]
 [-0.03422185]
 [-0.03782032]
 [-0.08917275]
 [-0.00747204]
 [ 0.4242775 ]
 [ 0.25625546]
 [ 0.04814404]
 [-0.18482507]
 [-0.1604503 ]
 [ 0.18052559]
 [ 0.27440617]
 [ 0.10542928]
 [-0.08405451]
 [ 0.09506189]
 [ 0.01256352]
 [ 0.13389635]
 [-0.15419005]
 [ 0.16700101]
 [-0.05726652]]",5.925434135766943
82,"[[ 0.08136835]
 [ 0.48776136]
 [-0.34244528]
 [ 0.32533208]
 [ 0.13030464]
 [-0.11359777]
 [ 0.02905817]
 [ 0.08737747]
 [-0.32188337]
 [-0.30517341]
 [ 0.20114372]
 [ 0.33420766]
 [ 0.37936417]
 [-0.09780704]
 [-0.18382335]
 [-0.09450799]
 [-0.16925158]
 [-0.07410677]
 [-0.24364511]
 [-0.08069973]
 [-0.13346055]
 [ 0.09527757]
 [ 0.01204314]
 [-0.03450176]
 [-0.03930746]
 [-0.0931215 ]
 [-0.00798872]
 [ 0.42521511]
 [ 0.2545268 ]
 [ 0.0480515 ]
 [-0.1876087 ]
 [-0.16012757]
 [ 0.18254936]
 [ 0.2769036 ]
 [ 0.10561279]
 [-0.08423304]
 [ 0.0939839 ]
 [ 0.01042251]
 [ 0.13422551]
 [-0.15656887]
 [ 0.17008755]
 [-0.05550474]]",5.835857328358066
83,"[[ 0.08175403]
 [ 0.48819168]
 [-0.34222379]
 [ 0.32573571]
 [ 0.13063206]
 [-0.11333894]
 [ 0.0294456 ]
 [ 0.0877432 ]
 [-0.32155324]
 [-0.30493157]
 [ 0.20150728]
 [ 0.33471465]
 [ 0.37973096]
 [-0.09758094]
 [-0.18349967]
 [-0.09424327]
 [-0.16892079]
 [-0.07374412]
 [-0.2434027 ]
 [-0.08040842]
 [-0.13314296]
 [ 0.09561261]
 [ 0.0123121 ]
 [-0.03410929]
 [-0.03902771]
 [-0.09291019]
 [-0.00761169]
 [ 0.42560945]
 [ 0.25482908]
 [ 0.04834499]
 [-0.18733043]
 [-0.15980733]
 [ 0.18294716]
 [ 0.27733727]
 [ 0.10595079]
 [-0.0839036 ]
 [ 0.0942514 ]
 [ 0.01072304]
 [ 0.13458605]
 [-0.15630461]
 [ 0.1705257 ]
 [-0.05506164]]",5.748121026455145
84,"[[ 0.08228213]
 [ 0.49142928]
 [-0.34495801]
 [ 0.32782155]
 [ 0.13035694]
 [-0.11634515]
 [ 0.03210971]
 [ 0.08805131]
 [-0.32358074]
 [-0.30738932]
 [ 0.20214191]
 [ 0.33774847]
 [ 0.38037212]
 [-0.09907303]
 [-0.18380576]
 [-0.09663081]
 [-0.16961632]
 [-0.07405652]
 [-0.24679427]
 [-0.08181366]
 [-0.132336  ]
 [ 0.09559421]
 [ 0.01007163]
 [-0.03439781]
 [-0.04050907]
 [-0.09677433]
 [-0.00808091]
 [ 0.42646307]
 [ 0.25309854]
 [ 0.04826945]
 [-0.19005354]
 [-0.15947089]
 [ 0.18493298]
 [ 0.27976149]
 [ 0.10613315]
 [-0.08407555]
 [ 0.09320129]
 [ 0.00862031]
 [ 0.13490824]
 [-0.15863091]
 [ 0.17353933]
 [-0.05332359]]",5.662155661755816
85,"[[ 0.08265873]
 [ 0.49185132]
 [-0.34474065]
 [ 0.3282164 ]
 [ 0.13067737]
 [-0.1160922 ]
 [ 0.03248989]
 [ 0.08841037]
 [-0.32325566]
 [-0.30715162]
 [ 0.2024979 ]
 [ 0.33824609]
 [ 0.38073036]
 [-0.09885138]
 [-0.18348887]
 [-0.09637039]
 [-0.16929143]
 [-0.07370054]
 [-0.24655705]
 [-0.08152881]
 [-0.13202308]
 [ 0.09592219]
 [ 0.01033361]
 [-0.03401374]
 [-0.0402357 ]
 [-0.09656711]
 [-0.00771036]
 [ 0.42684749]
 [ 0.25339359]
 [ 0.04855747]
 [-0.18978074]
 [-0.15915648]
 [ 0.18532284]
 [ 0.28018571]
 [ 0.1064644 ]
 [-0.08375266]
 [ 0.09346364]
 [ 0.00891462]
 [ 0.13526152]
 [-0.15837183]
 [ 0.1739683 ]
 [-0.0528891 ]]",5.577924553223656
86,"[[ 0.08313549]
 [ 0.49503671]
 [-0.34740952]
 [ 0.3302404 ]
 [ 0.13039568]
 [-0.11905888]
 [ 0.03511836]
 [ 0.08873489]
 [-0.32519242]
 [-0.30953734]
 [ 0.20311215]
 [ 0.34124571]
 [ 0.38132269]
 [-0.10030995]
 [-0.183797  ]
 [-0.09867729]
 [-0.16994901]
 [-0.07398642]
 [-0.24989028]
 [-0.0829244 ]
 [-0.13117771]
 [ 0.09589495]
 [ 0.00808967]
 [-0.03431159]
 [-0.04171029]
 [-0.10034819]
 [-0.00813506]
 [ 0.42762269]
 [ 0.25166267]
 [ 0.04849765]
 [-0.19244503]
 [-0.15880699]
 [ 0.18727145]
 [ 0.28253979]
 [ 0.10664544]
 [-0.08391841]
 [ 0.09244223]
 [ 0.00684903]
 [ 0.13557748]
 [-0.16064699]
 [ 0.17691095]
 [-0.05117544]]",5.495364267649535
87,"[[ 0.08350337]
 [ 0.49545077]
 [-0.34719614]
 [ 0.3306268 ]
 [ 0.1307094 ]
 [-0.11881156]
 [ 0.03549154]
 [ 0.0890875 ]
 [-0.32487227]
 [-0.30930368]
 [ 0.20346085]
 [ 0.34173424]
 [ 0.38167275]
 [-0.10009261]
 [-0.18348667]
 [-0.09842101]
 [-0.16962985]
 [-0.07363688]
 [-0.24965803]
 [-0.08264576]
 [-0.13086934]
 [ 0.09621616]
 [ 0.00834502]
 [-0.03393564]
 [-0.04144302]
 [-0.10014486]
 [-0.0077708 ]
 [ 0.42799764]
 [ 0.25195082]
 [ 0.04878039]
 [-0.19217749]
 [-0.15849819]
 [ 0.18765364]
 [ 0.28295493]
 [ 0.10697019]
 [-0.08360184]
 [ 0.09269967]
 [ 0.00713736]
 [ 0.13592377]
 [-0.16039289]
 [ 0.17733106]
 [-0.05074928]]",5.41444082353144
88,"[[ 0.0839314 ]
 [ 0.49858556]
 [-0.34980219]
 [ 0.33259169]
 [ 0.13042208]
 [-0.1217391 ]
 [ 0.03808526]
 [ 0.08942646]
 [-0.3267233 ]
 [-0.31162157]
 [ 0.20405596]
 [ 0.3446992 ]
 [ 0.38221951]
 [-0.1015201 ]
 [-0.18379737]
 [-0.10065084]
 [-0.1702522 ]
 [-0.0738976 ]
 [-0.25293418]
 [-0.08403145]
 [-0.12998913]
 [ 0.09618117]
 [ 0.00610038]
 [-0.03424338]
 [-0.04290994]
 [-0.1038445 ]
 [-0.00815377]
 [ 0.42869964]
 [ 0.25022084]
 [ 0.04873509]
 [-0.19478455]
 [-0.15813627]
 [ 0.18956577]
 [ 0.28524175]
 [ 0.10714974]
 [-0.08376172]
 [ 0.09170757]
 [ 0.00510785]
 [ 0.13623413]
 [-0.16261828]
 [ 0.1802046 ]
 [-0.04906054]]",5.3350962354567475
89,"[[ 0.08429089]
 [ 0.49899191]
 [-0.34959265]
 [ 0.33296996]
 [ 0.13072935]
 [-0.12149718]
 [ 0.03845169]
 [ 0.08977282]
 [-0.32640795]
 [-0.31139186]
 [ 0.20439765]
 [ 0.34517892]
 [ 0.38256172]
 [-0.10130696]
 [-0.18349338]
 [-0.10039859]
 [-0.1699386 ]
 [-0.07355427]
 [-0.2527067 ]
 [-0.08375879]
 [-0.12968523]
 [ 0.09649588]
 [ 0.00634942]
 [-0.03387528]
 [-0.04264852]
 [-0.10364486]
 [-0.00779559]
 [ 0.42906553]
 [ 0.25050236]
 [ 0.04901271]
 [-0.19452206]
 [-0.15783289]
 [ 0.18994054]
 [ 0.28564815]
 [ 0.10746822]
 [-0.08345124]
 [ 0.09196032]
 [ 0.00539042]
 [ 0.1365737 ]
 [-0.16236896]
 [ 0.18061615]
 [-0.04864245]]",5.257298945361462
90,"[[ 0.0846727 ]
 [ 0.5020776 ]
 [-0.35213826]
 [ 0.33487827]
 [ 0.13043728]
 [-0.12438599]
 [ 0.04101151]
 [ 0.09012445]
 [-0.32817797]
 [-0.3136458 ]
 [ 0.20497475]
 [ 0.34810884]
 [ 0.38306593]
 [-0.10270552]
 [-0.18380708]
 [-0.10255472]
 [-0.17052823]
 [-0.07379108]
 [-0.255927  ]
 [-0.08513432]
 [-0.12877348]
 [ 0.09645409]
 [ 0.00410662]
 [-0.03419333]
 [-0.04410696]
 [-0.10726468]
 [-0.00813942]
 [ 0.42969919]
 [ 0.2487745 ]
 [ 0.04898085]
 [-0.19707341]
 [-0.15745911]
 [ 0.19181693]
 [ 0.28787048]
 [ 0.10764615]
 [-0.08360554]
 [ 0.09099795]
 [ 0.003396  ]
 [ 0.136879  ]
 [-0.16454594]
 [ 0.18342242]
 [-0.04697905]]",5.180995817538369
91,"[[ 0.08502412]
 [ 0.50247651]
 [-0.35193244]
 [ 0.33524871]
 [ 0.13073835]
 [-0.12414924]
 [ 0.0413714 ]
 [ 0.09046472]
 [-0.32786729]
 [-0.31341995]
 [ 0.20530969]
 [ 0.34858001]
 [ 0.38340061]
 [-0.10249646]
 [-0.18350923]
 [-0.10230638]
 [-0.17022004]
 [-0.07345376]
 [-0.25570411]
 [-0.08486739]
 [-0.12847395]
 [ 0.09676255]
 [ 0.00434965]
 [-0.03383283]
 [-0.04385115]
 [-0.10706858]
 [-0.00778716]
 [ 0.4300564 ]
 [ 0.24904967]
 [ 0.04925352]
 [-0.19681578]
 [-0.15716096]
 [ 0.19218453]
 [ 0.28826846]
 [ 0.10795857]
 [-0.08330095]
 [ 0.09124622]
 [ 0.00367303]
 [ 0.13721209]
 [-0.16430123]
 [ 0.18382569]
 [-0.0465688 ]]",5.106157476605434
92,"[[ 0.08536213]
 [ 0.50551453]
 [-0.35441987]
 [ 0.33710281]
 [ 0.13044234]
 [-0.12699975]
 [ 0.04389812]
 [ 0.09082743]
 [-0.32956071]
 [-0.31561355]
 [ 0.20586978]
 [ 0.35147458]
 [ 0.38386504]
 [-0.10386804]
 [-0.18382632]
 [-0.10439203]
 [-0.1707793 ]
 [-0.07366784]
 [-0.25886976]
 [-0.0862325 ]
 [-0.12753371]
 [ 0.09671484]
 [ 0.00211103]
 [-0.03416147]
 [-0.04530037]
 [-0.11061019]
 [-0.00809428]
 [ 0.43062625]
 [ 0.24732495]
 [ 0.0492341 ]
 [-0.19931288]
 [-0.15677587]
 [ 0.1940259 ]
 [ 0.2904289 ]
 [ 0.10813478]
 [-0.08344995]
 [ 0.09031386]
 [ 0.00171278]
 [ 0.13751279]
 [-0.16643111]
 [ 0.18656647]
 [-0.04493108]]",5.032735114872228
93,"[[ 0.08570578]
 [ 0.50590624]
 [-0.35421764]
 [ 0.33746569]
 [ 0.13073744]
 [-0.12676798]
 [ 0.04425169]
 [ 0.0911618 ]
 [-0.32925462]
 [-0.31539145]
 [ 0.20619821]
 [ 0.35193744]
 [ 0.38419247]
 [-0.10366294]
 [-0.1835344 ]
 [-0.10414747]
 [-0.17047637]
 [-0.07333634]
 [-0.25865128]
 [-0.08597109]
 [-0.12723846]
 [ 0.09701726]
 [ 0.00234832]
 [-0.03380832]
 [-0.04504996]
 [-0.11041749]
 [-0.00774776]
 [ 0.43097514]
 [ 0.24759401]
 [ 0.04950197]
 [-0.19905992]
 [-0.15648279]
 [ 0.19438657]
 [ 0.29081875]
 [ 0.10844134]
 [-0.08315105]
 [ 0.09055784]
 [ 0.00198445]
 [ 0.13783963]
 [-0.16619084]
 [ 0.18696172]
 [-0.04452843]]",4.960701328993472
94,"[[ 8.60022926e-02]
 [ 5.08897935e-01]
 [-3.56649038e-01]
 [ 3.39267781e-01]
 [ 1.30438264e-01]
 [-1.29580634e-01]
 [ 4.67460534e-02]
 [ 9.15341421e-02]
 [-3.30875580e-01]
 [-3.17528057e-01]
 [ 2.06742206e-01]
 [ 3.54796437e-01]
 [ 3.84619685e-01]
 [-1.05009278e-01]
 [-1.83855198e-01]
 [-1.06165699e-01]
 [-1.71007429e-01]
 [-7.35287785e-02]
 [-2.61763452e-01]
 [-8.73254636e-02]
 [-1.26272542e-01]
 [ 9.69644032e-02]
 [ 1.16026408e-04]
 [-3.41477262e-02]
 [-4.64893046e-02]
 [-1.13882531e-01]
 [-8.02046255e-03]
 [ 4.31485443e-01]
 [ 2.45873347e-01]
 [ 4.94940594e-02]
 [-2.01504146e-01]
 [-1.56086920e-01]
 [ 1.96193656e-01]
 [ 2.92919789e-01]
 [ 1.08615729e-01]
 [-8.32949712e-02]
 [ 8.96556029e-02]
 [ 5.74966253e-05]
 [ 1.38136102e-01]
 [-1.68274924e-01]
 [ 1.89638749e-01]
 [-4.29166340e-02]]",4.890011183184642
95,"[[ 8.63384538e-02]
 [ 5.09282669e-01]
 [-3.56450293e-01]
 [ 3.39623368e-01]
 [ 1.30727600e-01]
 [-1.29353658e-01]
 [ 4.70934968e-02]
 [ 9.18627586e-02]
 [-3.30573956e-01]
 [-3.17309647e-01]
 [ 2.07064344e-01]
 [ 3.55251212e-01]
 [ 3.84940149e-01]
 [-1.04808046e-01]
 [-1.83569040e-01]
 [-1.05924837e-01]
 [-1.70709626e-01]
 [-7.32029078e-02]
 [-2.61549211e-01]
 [-8.70693827e-02]
 [-1.25981481e-01]
 [ 9.72610151e-02]
 [ 3.47833582e-04]
 [-3.38017099e-02]
 [-4.62440762e-02]
 [-1.13693074e-01]
 [-7.67953298e-03]
 [ 4.31826354e-01]
 [ 2.46136523e-01]
 [ 4.97572749e-02]
 [-2.01255710e-01]
 [-1.55798737e-01]
 [ 1.96547590e-01]
 [ 2.93301787e-01]
 [ 1.08916615e-01]
 [-8.30015728e-02]
 [ 8.98954606e-02]
 [ 3.24001219e-04]
 [ 1.38456894e-01]
 [-1.68038948e-01]
 [ 1.90026228e-01]
 [-4.25213732e-02]]",4.820639061231868
96,"[[ 0.0865957 ]
 [ 0.51222932]
 [-0.35882767]
 [ 0.34137552]
 [ 0.13042596]
 [-0.13212891]
 [ 0.04955624]
 [ 0.09224344]
 [-0.33212635]
 [-0.31939235]
 [ 0.20759307]
 [ 0.35807446]
 [ 0.3853325 ]
 [-0.10613069]
 [-0.18389382]
 [-0.10787854]
 [-0.1712145 ]
 [-0.07337473]
 [-0.26460904]
 [-0.08841272]
 [-0.12499247]
 [ 0.0972037 ]
 [-0.00187616]
 [-0.03415195]
 [-0.04767296]
 [-0.11708318]
 [-0.00791994]
 [ 0.43228106]
 [ 0.24442071]
 [ 0.04976002]
 [-0.20364838]
 [-0.15539258]
 [ 0.19832113]
 [ 0.29534577]
 [ 0.10908911]
 [-0.08314065]
 [ 0.08902337]
 [-0.00157047]
 [ 0.13874945]
 [-0.17007851]
 [ 0.19264119]
 [-0.04093569]]",4.752543499554267
97,"[[ 0.08692464]
 [ 0.51260729]
 [-0.35863231]
 [ 0.34172405]
 [ 0.13070974]
 [-0.13190655]
 [ 0.04989774]
 [ 0.09256647]
 [-0.33182911]
 [-0.31917755]
 [ 0.20790913]
 [ 0.35852138]
 [ 0.38564625]
 [-0.10593322]
 [-0.18361324]
 [-0.10764128]
 [-0.1709217 ]
 [-0.07305432]
 [-0.26439889]
 [-0.08816177]
 [-0.12470552]
 [ 0.0974947 ]
 [-0.00164959]
 [-0.03381285]
 [-0.04743273]
 [-0.11689685]
 [-0.00758445]
 [ 0.4326143 ]
 [ 0.24467822]
 [ 0.05001872]
 [-0.20340431]
 [-0.15510915]
 [ 0.19866854]
 [ 0.29572018]
 [ 0.1093845 ]
 [-0.08285258]
 [ 0.08925926]
 [-0.00130896]
 [ 0.1390644 ]
 [-0.16984668]
 [ 0.19302113]
 [-0.04054761]]",4.685700506238362
98,"[[ 0.08714472]
 [ 0.5155101 ]
 [-0.36095759]
 [ 0.3434282 ]
 [ 0.13040629]
 [-0.13464488]
 [ 0.05232953]
 [ 0.09295432]
 [-0.33331659]
 [-0.32120924]
 [ 0.20842334]
 [ 0.36130877]
 [ 0.38600592]
 [-0.10723356]
 [-0.18394222]
 [-0.10953322]
 [-0.17140227]
 [-0.07320648]
 [-0.26740749]
 [-0.08949375]
 [-0.12369579]
 [ 0.09743355]
 [-0.00386348]
 [-0.03417391]
 [-0.04885061]
 [-0.12021363]
 [-0.00779458]
 [ 0.43301711]
 [ 0.24296796]
 [ 0.05003134]
 [-0.20574671]
 [-0.15469318]
 [ 0.20040924]
 [ 0.29770934]
 [ 0.10955505]
 [-0.08298701]
 [ 0.08841722]
 [-0.00317171]
 [ 0.1393533 ]
 [-0.17184295]
 [ 0.19557566]
 [-0.03898814]]",4.620071738831594
99,"[[ 0.08746669]
 [ 0.51588152]
 [-0.36076551]
 [ 0.34376991]
 [ 0.1306847 ]
 [-0.13442697]
 [ 0.05266527]
 [ 0.0932719 ]
 [-0.33302363]
 [-0.32099796]
 [ 0.20873351]
 [ 0.36174803]
 [ 0.38631321]
 [-0.10703975]
 [-0.18366708]
 [-0.10929947]
 [-0.17111433]
 [-0.07289138]
 [-0.26720129]
 [-0.08924776]
 [-0.12341288]
 [ 0.09771912]
 [-0.00364193]
 [-0.03384151]
 [-0.04861519]
 [-0.1200303 ]
 [-0.0074644 ]
 [ 0.43334299]
 [ 0.24322   ]
 [ 0.05028563]
 [-0.20550685]
 [-0.15441436]
 [ 0.20075032]
 [ 0.29807641]
 [ 0.10984511]
 [-0.0827041 ]
 [ 0.0886493 ]
 [-0.00291503]
 [ 0.13966258]
 [-0.17161514]
 [ 0.1959483 ]
 [-0.03860704]]",4.555634685881183
100,"[[ 0.08765165]
 [ 0.51874163]
 [-0.36304052]
 [ 0.34542786]
 [ 0.13038004]
 [-0.13712885]
 [ 0.05506677]
 [ 0.09366588]
 [-0.33444963]
 [-0.32298132]
 [ 0.20923386]
 [ 0.36449951]
 [ 0.38664222]
 [-0.10831903]
 [-0.18400044]
 [-0.11113228]
 [-0.17157235]
 [-0.07302476]
 [-0.27015972]
 [-0.09056808]
 [-0.12238463]
 [ 0.09765469]
 [-0.00584406]
 [-0.03421332]
 [-0.05002161]
 [-0.12327538]
 [-0.00764611]
 [ 0.43369738]
 [ 0.2415159 ]
 [ 0.05030739]
 [-0.2078002 ]
 [-0.15398904]
 [ 0.2024589 ]
 [ 0.30001286]
 [ 0.11001365]
 [-0.08283406]
 [ 0.08783712]
 [-0.00474679]
 [ 0.13994803]
 [-0.17356934]
 [ 0.19844397]
 [-0.03707385]]",4.492353816997332
101,"[[ 0.08796689]
 [ 0.51910669]
 [-0.36285163]
 [ 0.34576297]
 [ 0.13065327]
 [-0.13691524]
 [ 0.0553969 ]
 [ 0.09397815]
 [-0.33416088]
 [-0.3227735 ]
 [ 0.20953834]
 [ 0.36493131]
 [ 0.38694326]
 [-0.10812879]
 [-0.18373056]
 [-0.11090195]
 [-0.17128917]
 [-0.07271481]
 [-0.26995734]
 [-0.09032687]
 [-0.12210568]
 [ 0.09793502]
 [-0.00562732]
 [-0.03388743]
 [-0.04979084]
 [-0.12309495]
 [-0.00732111]
 [ 0.43401617]
 [ 0.24176267]
 [ 0.0505574 ]
 [-0.20756442]
 [-0.15371469]
 [ 0.20279384]
 [ 0.30037283]
 [ 0.11029854]
 [-0.08255617]
 [ 0.08806552]
 [-0.00449479]
 [ 0.14025182]
 [-0.17334543]
 [ 0.19880952]
 [-0.03669956]]",4.430207973737958
102,"[[ 0.08811864]
 [ 0.52192519]
 [-0.36507812]
 [ 0.34737642]
 [ 0.13034796]
 [-0.13958115]
 [ 0.05776872]
 [ 0.0943773 ]
 [-0.33552862]
 [-0.32471102]
 [ 0.21002545]
 [ 0.36764687]
 [ 0.38724348]
 [-0.10938812]
 [-0.18406847]
 [-0.11267814]
 [-0.17172625]
 [-0.07283025]
 [-0.27286666]
 [-0.09163522]
 [-0.12106093]
 [ 0.0978678 ]
 [-0.0078162 ]
 [-0.03426983]
 [-0.05118537]
 [-0.12626989]
 [-0.00747619]
 [ 0.43432536]
 [ 0.24006526]
 [ 0.05058763]
 [-0.20980991]
 [-0.15328046]
 [ 0.20447101]
 [ 0.30225857]
 [ 0.11046505]
 [-0.08268183]
 [ 0.08728295]
 [-0.00629623]
 [ 0.14053397]
 [-0.17525873]
 [ 0.20124789]
 [-0.03519263]]",4.36916416508292
103,"[[ 0.08842738]
 [ 0.52228408]
 [-0.36489233]
 [ 0.34770512]
 [ 0.13061617]
 [-0.13937169]
 [ 0.05809341]
 [ 0.0946844 ]
 [-0.335244  ]
 [-0.32450658]
 [ 0.21032439]
 [ 0.3680714 ]
 [ 0.38753849]
 [-0.10920136]
 [-0.18380371]
 [-0.11245116]
 [-0.17144771]
 [-0.07252532]
 [-0.27266796]
 [-0.09139863]
 [-0.12078586]
 [ 0.09814305]
 [-0.00760407]
 [-0.03395028]
 [-0.05095907]
 [-0.12609226]
 [-0.00715623]
 [ 0.43463733]
 [ 0.24030693]
 [ 0.05083348]
 [-0.20957808]
 [-0.15301046]
 [ 0.20479997]
 [ 0.30261167]
 [ 0.11074492]
 [-0.08240881]
 [ 0.08750779]
 [-0.00604876]
 [ 0.14083243]
 [-0.1750386 ]
 [ 0.20160655]
 [-0.03482496]]",4.309202472338342
104,"[[ 0.08854777]
 [ 0.52506201]
 [-0.36707193]
 [ 0.34927567]
 [ 0.13031073]
 [-0.14200212]
 [ 0.06043613]
 [ 0.09508787]
 [-0.33655651]
 [-0.32640057]
 [ 0.21079882]
 [ 0.37075108]
 [ 0.38781165]
 [-0.11044174]
 [-0.18414626]
 [-0.1141731 ]
 [-0.17186536]
 [-0.0726236 ]
 [-0.27552919]
 [-0.09269472]
 [-0.11972648]
 [ 0.09807349]
 [-0.00977833]
 [-0.03434308]
 [-0.05234134]
 [-0.12919865]
 [-0.00728633]
 [ 0.43490437]
 [ 0.23861668]
 [ 0.05087152]
 [-0.21177685]
 [-0.15256773]
 [ 0.20644643]
 [ 0.30444861]
 [ 0.11090938]
 [-0.08253034]
 [ 0.0867545 ]
 [-0.00782053]
 [ 0.14111141]
 [-0.17691216]
 [ 0.20398911]
 [-0.03334427]]",4.250292202720261
105,"[[ 0.08885022]
 [ 0.52541488]
 [-0.36688917]
 [ 0.34959817]
 [ 0.13057408]
 [-0.14179668]
 [ 0.06075552]
 [ 0.09538992]
 [-0.33627594]
 [-0.32619944]
 [ 0.2110924 ]
 [ 0.37116852]
 [ 0.38810083]
 [-0.11025836]
 [-0.18388649]
 [-0.1139494 ]
 [-0.17159137]
 [-0.07232354]
 [-0.27533406]
 [-0.09246259]
 [-0.11945523]
 [ 0.09834381]
 [-0.00957062]
 [-0.03402967]
 [-0.05211939]
 [-0.12902373]
 [-0.00697131]
 [ 0.43520976]
 [ 0.23885341]
 [ 0.05111332]
 [-0.21154885]
 [-0.15230196]
 [ 0.20676958]
 [ 0.30479504]
 [ 0.11118436]
 [-0.08226204]
 [ 0.0869759 ]
 [-0.00757746]
 [ 0.1414047 ]
 [-0.17669569]
 [ 0.20434108]
 [-0.03298306]]",4.192414576338537
106,"[[ 0.088941  ]
 [ 0.52815324]
 [-0.36902346]
 [ 0.35112732]
 [ 0.13026899]
 [-0.1443921 ]
 [ 0.06306973]
 [ 0.09579695]
 [-0.33753608]
 [-0.32805207]
 [ 0.21155465]
 [ 0.37381241]
 [ 0.38834856]
 [-0.1114807 ]
 [-0.18423377]
 [-0.11561936]
 [-0.17199099]
 [-0.07240539]
 [-0.27814818]
 [-0.09374611]
 [-0.11838293]
 [ 0.09827232]
 [-0.01172902]
 [-0.03443263]
 [-0.05348907]
 [-0.13206311]
 [-0.007078  ]
 [ 0.43543749]
 [ 0.23717073]
 [ 0.05115861]
 [-0.21370201]
 [-0.15185115]
 [ 0.20838601]
 [ 0.30658499]
 [ 0.11134675]
 [-0.08237958]
 [ 0.08625151]
 [-0.00932017]
 [ 0.14168058]
 [-0.17853064]
 [ 0.20666928]
 [-0.03152851]]",4.135540984955119
107,"[[ 0.08923736]
 [ 0.52850027]
 [-0.36884364]
 [ 0.35144379]
 [ 0.13052763]
 [-0.14419056]
 [ 0.06338396]
 [ 0.09609408]
 [-0.33725948]
 [-0.3278542 ]
 [ 0.21184302]
 [ 0.37422293]
 [ 0.38863209]
 [-0.11130062]
 [-0.18397885]
 [-0.11539887]
 [-0.17172143]
 [-0.07211008]
 [-0.27795652]
 [-0.09351831]
 [-0.11811543]
 [ 0.09853786]
 [-0.01152556]
 [-0.03412519]
 [-0.0532713 ]
 [-0.1318908 ]
 [-0.0067678 ]
 [ 0.43573654]
 [ 0.23740268]
 [ 0.05139645]
 [-0.21347773]
 [-0.15158949]
 [ 0.20870351]
 [ 0.30692495]
 [ 0.11161699]
 [-0.08211587]
 [ 0.08646958]
 [-0.00908137]
 [ 0.14196884]
 [-0.17831774]
 [ 0.20701473]
 [-0.03117359]]",4.0796536972648925
108,"[[ 0.0893002 ]
 [ 0.53119998]
 [-0.37093411]
 [ 0.35293295]
 [ 0.13022332]
 [-0.14675146]
 [ 0.06567018]
 [ 0.09650398]
 [-0.33846994]
 [-0.32966746]
 [ 0.21229354]
 [ 0.37683115]
 [ 0.38885588]
 [-0.1125057 ]
 [-0.18433093]
 [-0.11701902]
 [-0.17210433]
 [-0.07217621]
 [-0.28072449]
 [-0.09478898]
 [-0.11703179]
 [ 0.09846478]
 [-0.01366697]
 [-0.03453804]
 [-0.05462811]
 [-0.13486469]
 [-0.00685254]
 [ 0.43592761]
 [ 0.23572792]
 [ 0.05144843]
 [-0.21558635]
 [-0.15113099]
 [ 0.21029058]
 [ 0.30866963]
 [ 0.11177729]
 [-0.08222957]
 [ 0.08577365]
 [-0.0107956 ]
 [ 0.1422417 ]
 [-0.18011515]
 [ 0.20928999]
 [-0.02974506]]",4.024725999799988
109,"[[ 0.08959066]
 [ 0.53154132]
 [-0.37075717]
 [ 0.35324357]
 [ 0.13047739]
 [-0.14655369]
 [ 0.06597939]
 [ 0.09679631]
 [-0.33819724]
 [-0.32947278]
 [ 0.21257684]
 [ 0.37723491]
 [ 0.38913395]
 [-0.11232884]
 [-0.18408073]
 [-0.11680167]
 [-0.17183912]
 [-0.07188552]
 [-0.28053619]
 [-0.09456537]
 [-0.11676798]
 [ 0.09872569]
 [-0.0134676 ]
 [-0.03423641]
 [-0.0544144 ]
 [-0.13469491]
 [-0.00654705]
 [ 0.43622054]
 [ 0.23595524]
 [ 0.05168241]
 [-0.21536568]
 [-0.15087334]
 [ 0.21060258]
 [ 0.30900332]
 [ 0.11204291]
 [-0.08197034]
 [ 0.0859885 ]
 [-0.01056094]
 [ 0.14252506]
 [-0.17990572]
 [ 0.2096291 ]
 [-0.02939628]]",3.9707411289878567
